month,day,sched_dep_time,sched_arr_time,carrier,flight,tailnum,origin,dest,air_time,distance
12,10,1346,1649,UA,460,N455UA,EWR,FLL,165,1065
12,10,1145,1315,WN,172,N758SW,LGA,MDW,134,725
12,10,1259,1601,UA,426,N477UA,EWR,MIA,170,1085
12,10,1350,1705,AA,1073,N3FNAA,LGA,MIA,177,1096
12,10,1415,1638,DL,673,N979AT,EWR,ATL,128,746
12,10,1354,1647,UA,1571,N78285,EWR,PBI,160,1023
12,10,1420,1555,EV,4171,N26545,EWR,MSN,138,799
12,10,1359,1634,DL,2247,N951DL,LGA,ATL,142,762
12,10,1359,1714,B6,213,N634JB,JFK,LGB,374,2465
12,10,1350,1706,DL,2517,N329NB,LGA,MIA,176,1096
12,10,1430,1757,UA,1205,N58101,EWR,SFO,373,2565
12,10,1430,1608,UA,541,N834UA,EWR,CLE,77,404
12,10,1326,1628,B6,1401,N809JB,JFK,FLL,168,1069
12,10,1329,1630,UA,273,N848UA,EWR,DFW,238,1372
12,10,1330,1634,B6,431,N517JB,LGA,SRQ,180,1047
12,10,1300,1439,UA,1198,N26210,LGA,ORD,129,733
12,10,1440,1715,9E,2918,N908XJ,JFK,IND,123,665
12,10,1444,1605,B6,286,N296JB,JFK,ROC,57,264
12,10,1440,1644,DL,1231,N902DE,LGA,DTW,100,502
12,10,1425,1653,FL,1070,N299AT,LGA,ATL,136,762
12,10,1441,1712,UA,1554,N16732,EWR,ATL,142,746
12,10,1446,1753,B6,325,N503JB,JFK,TPA,172,1005
12,10,1445,1743,UA,1164,N17229,EWR,FLL,165,1065
12,10,1454,1951,DL,2003,N3758Y,JFK,SJU,199,1598
12,10,1409,1708,UA,1232,N73299,EWR,IAH,221,1400
12,10,1429,1655,B6,575,N323JB,JFK,MSY,208,1182
12,10,1451,1742,UA,1270,N18243,EWR,MCO,172,937
12,10,1445,1809,UA,841,N568UA,JFK,LAX,371,2475
12,10,1455,1805,AA,1155,N3DVAA,LGA,DFW,236,1389
12,10,1455,1650,MQ,3391,N834MQ,LGA,CMH,98,479
12,10,1334,1438,EV,4434,N14543,EWR,MHT,39,209
12,10,1459,1756,DL,454,N3738B,JFK,LAS,340,2248
12,10,1210,1324,9E,2902,N913XJ,JFK,BOS,40,187
12,10,1455,1949,B6,703,N594JB,JFK,SJU,200,1598
12,10,1315,1450,AA,331,N598AA,LGA,ORD,127,733
12,10,1515,1720,MQ,2793,N694MQ,JFK,CMH,94,483
12,10,1400,1509,B6,118,N273JB,JFK,BOS,42,187
12,10,1515,1705,MQ,3231,N682MQ,JFK,PIT,77,340
12,10,1459,1625,9E,2903,N923XJ,JFK,BOS,39,187
12,10,1510,1845,AA,145,N5FKAA,JFK,MIA,170,1089
12,10,1410,1616,B6,1373,N281JB,JFK,CHS,123,636
12,10,1510,1745,EV,4377,N16541,EWR,JAX,145,820
12,10,1345,1640,UA,1611,N67052,EWR,IAH,208,1400
12,10,1455,1802,UA,1186,N29717,EWR,MIA,165,1085
12,10,1259,1605,UA,1280,N16709,LGA,IAH,241,1416
12,10,1520,1808,UA,578,N441UA,EWR,LAS,325,2227
12,10,1450,1755,AA,320,N476AA,EWR,DFW,256,1372
12,10,1515,1838,DL,419,N712TW,JFK,SEA,346,2422
12,10,1455,1650,MQ,3359,N845MQ,JFK,RDU,108,427
12,10,1430,1754,UA,1493,N24202,EWR,LAX,364,2454
12,10,1530,1758,DL,1942,N784NC,EWR,ATL,142,746
12,10,1459,1625,9E,2938,N8588D,JFK,BWI,44,184
12,10,1530,1856,UA,257,N595UA,JFK,SFO,362,2586
12,10,1400,1646,B6,927,N655JB,EWR,MCO,151,937
12,10,1329,1440,B6,308,N274JB,JFK,PWM,51,273
12,10,1527,1656,EV,4502,N11199,EWR,BNA,142,748
12,10,1520,1848,DL,1982,N327NB,LGA,MIA,179,1096
12,10,1524,1842,UA,1600,N17128,EWR,LAX,361,2454
12,10,1548,1827,DL,1705,N340NW,LGA,MSY,208,1183
12,10,1544,1750,US,1767,N102UW,LGA,CLT,105,544
12,10,1530,1829,B6,83,N589JB,JFK,MCO,160,944
12,10,1500,1611,US,2152,N957UW,LGA,BOS,43,184
12,10,1545,1721,UA,1638,N73275,EWR,CLE,80,404
12,10,1455,1820,AA,2297,N3BCAA,LGA,MIA,176,1096
12,10,1459,1740,DL,2347,N681DA,LGA,ATL,139,762
12,10,1552,1927,DL,2593,N315NB,JFK,SLC,305,1990
12,10,1459,1814,UA,287,N456UA,EWR,AUS,242,1504
12,10,1530,1903,DL,417,N156DL,JFK,LAX,354,2475
12,10,1559,1821,EV,4684,N13988,EWR,SDF,138,642
12,10,1528,1831,UA,1695,N33203,EWR,IAH,221,1400
12,10,1600,1948,DL,409,N707TW,JFK,SFO,380,2586
12,10,1600,1911,UA,1587,N38424,EWR,RSW,180,1068
12,10,1600,1909,DL,2459,N382DA,JFK,MCO,156,944
12,10,1130,1327,EV,5373,N750EV,LGA,GSO,88,461
12,10,1459,1635,9E,2913,N928XJ,JFK,DCA,67,213
12,10,1455,1736,B6,477,N662JB,JFK,JAX,138,828
12,10,1506,1709,EV,4572,N12122,EWR,GSP,114,594
12,10,1522,1843,UA,342,N528UA,EWR,SFO,368,2565
12,10,1550,1915,AA,1410,N3CAAA,LGA,MIA,171,1096
12,10,1455,1655,MQ,2815,N933MQ,JFK,CLE,97,425
12,10,1545,1858,DL,1935,N316NB,LGA,TPA,169,1010
12,10,1530,1721,UA,377,N850UA,LGA,CLE,77,419
12,10,1600,1842,DL,847,N6700,LGA,ATL,135,762
12,10,1603,1736,UA,1564,N27205,EWR,ORD,125,719
12,10,1556,1914,B6,1801,N775JB,JFK,FLL,165,1069
12,10,1605,1859,B6,1843,N562JB,EWR,PBI,157,1023
12,10,1545,1905,WN,2806,N733SA,LGA,HOU,254,1428
12,10,1524,1649,EV,4580,N29917,EWR,MKE,131,725
12,10,1545,1905,AA,1156,N3FAAA,LGA,DFW,226,1389
12,10,1622,1916,UA,1631,N87527,EWR,MCO,154,937
12,10,1602,1845,DL,407,N311US,JFK,ATL,133,760
12,10,1625,1943,DL,2595,N3735D,JFK,PDX,357,2454
12,10,1440,1702,EV,5199,N717EV,LGA,CHS,115,641
12,10,1200,1424,EV,5611,N758EV,LGA,CHS,107,641
12,10,1600,1907,B6,1117,N583JB,LGA,TPA,173,1010
12,10,1625,1954,DL,428,N913DL,JFK,MIA,171,1089
12,10,1438,1744,B6,581,N178JB,JFK,HOU,249,1428
12,10,1545,1815,WN,3778,N764SW,EWR,DEN,260,1605
12,10,1610,1926,UA,375,N459UA,EWR,SEA,349,2402
12,10,1600,1718,US,2154,N967UW,LGA,BOS,43,184
12,10,1627,1747,EV,4187,N12996,EWR,ROC,58,246
12,10,1635,1755,MQ,3044,N683MQ,JFK,BWI,44,184
12,10,1535,1656,US,1775,N953UW,LGA,PHL,34,96
12,10,1629,1946,B6,423,N524JB,JFK,LAX,380,2475
12,10,1630,1915,UA,1178,N17104,EWR,IAH,225,1400
12,10,1530,1915,AA,85,N369AA,JFK,SFO,376,2586
12,10,1630,1940,UA,1242,N75433,EWR,FLL,158,1065
12,10,1600,1826,9E,2922,N905XJ,JFK,MSP,173,1029
12,10,1630,2130,AA,95,N5DSAA,JFK,SJU,207,1598
12,10,1635,1825,AA,343,N4YLAA,LGA,ORD,129,733
12,10,1435,1645,DL,1819,N991DL,LGA,MSP,168,1020
12,10,1630,2010,VX,27,N839VA,JFK,SFO,374,2586
12,10,1630,1816,9E,3357,N907XJ,LGA,BNA,138,764
12,10,1605,1933,DL,2280,N923DL,JFK,FLL,165,1069
12,10,1621,1846,UA,1139,N39461,EWR,DEN,258,1605
12,10,1530,1716,9E,2907,N604LR,JFK,BUF,78,301
12,10,1429,1737,B6,301,N556JB,JFK,FLL,168,1069
12,10,1645,2019,DL,477,N710TW,JFK,LAX,372,2475
12,10,1509,1738,UA,745,N536UA,LGA,DEN,261,1620
12,10,1540,1910,AA,65,N3KBAA,JFK,DFW,239,1391
12,10,1430,1553,EV,5713,N825AS,LGA,IAD,59,229
12,10,1550,1710,WN,421,N709SW,EWR,MDW,126,711
12,10,1555,1750,9E,2927,N299PQ,JFK,ORD,139,740
12,10,1500,1806,DL,2181,N931DL,LGA,MCO,155,950
12,10,1645,2010,AA,181,N338AA,JFK,LAX,362,2475
12,10,1645,1913,DL,2042,N978AT,EWR,ATL,128,746
12,10,1650,1807,B6,1734,N346JB,JFK,BTV,43,266
12,10,1340,1715,WN,516,N210WN,EWR,PHX,343,2133
12,10,1620,1840,DL,1619,N912DL,LGA,MSP,176,1020
12,10,1655,1950,B6,283,N656JB,JFK,MCO,161,944
12,10,1630,1905,MQ,3357,N6EAMQ,LGA,ATL,134,762
12,10,1700,2025,DL,2389,N3741S,JFK,AUS,241,1521
12,10,1700,1913,9E,3932,N8896A,EWR,CVG,112,569
12,10,1650,1920,WN,356,N946WN,LGA,DEN,263,1620
12,10,1700,1815,US,2156,N952UW,LGA,BOS,37,184
12,10,1647,1849,DL,1518,N935AT,EWR,DTW,98,488
12,10,1659,2018,UA,1721,N76288,EWR,LAX,368,2454
12,10,1700,1948,DL,221,N917DE,LGA,ATL,139,762
12,10,1640,1838,EV,5147,N755EV,LGA,CLE,80,419
12,10,1540,1725,9E,2900,N293PQ,JFK,BNA,143,765
12,10,1700,2025,AA,2379,N3AXAA,LGA,MIA,181,1096
12,10,1705,2015,AA,67,N3BSAA,JFK,SAN,374,2446
12,10,1515,1649,UA,333,N847UA,EWR,ORD,129,719
12,10,1715,2020,DL,1585,N301NB,LGA,MCO,152,950
12,10,1700,1842,UA,689,N804UA,LGA,ORD,133,733
12,10,1710,2045,UA,512,N589UA,JFK,SFO,372,2586
12,10,1710,2047,B6,415,N805JB,JFK,SFO,385,2586
12,10,1535,1857,B6,1729,N216JB,JFK,RSW,183,1074
12,10,1700,1819,US,2189,N756US,LGA,DCA,49,214
12,10,1720,2030,AA,2488,N582AA,EWR,DFW,255,1372
12,10,1641,2016,UA,1284,N14230,EWR,SFO,371,2565
12,10,1645,1926,DL,884,N322NB,LGA,DEN,270,1620
12,10,1655,2025,VX,413,N621VA,JFK,LAX,381,2475
12,10,1706,2016,UA,305,N805UA,LGA,IAH,224,1416
12,10,1725,2047,UA,237,N845UA,EWR,PDX,355,2434
12,10,1630,1845,DL,2231,N908DL,LGA,DTW,95,502
12,10,1604,1828,9E,2917,N931XJ,JFK,DTW,100,509
12,10,1730,2050,AA,1185,N3KRAA,LGA,DFW,232,1389
12,10,1530,1741,EV,4576,N11107,EWR,GRR,123,605
12,10,1729,2009,DL,527,N353NB,LGA,ATL,137,762
12,10,1730,2046,B6,359,N784JB,JFK,BUR,371,2465
12,10,1730,1851,EV,4300,N16151,EWR,RIC,64,277
12,10,1529,1825,B6,573,N605JB,EWR,TPA,173,997
12,10,1730,1925,MQ,3526,N527MQ,LGA,CMH,91,479
12,10,1712,2017,UA,431,N825UA,EWR,DFW,246,1372
12,10,1459,1753,UA,761,N444UA,EWR,TPA,167,997
12,10,1545,1920,AA,133,N319AA,JFK,LAX,361,2475
12,10,1740,2118,B6,135,N584JB,JFK,PHX,348,2153
12,10,1700,1825,MQ,3365,N817MQ,JFK,DCA,49,213
12,10,1714,1832,UA,594,N835UA,EWR,BOS,49,200
12,10,1700,2020,AA,172,N5BRAA,EWR,MIA,160,1085
12,10,1615,1812,9E,2933,N272PQ,JFK,RDU,86,427
12,10,1705,2006,B6,305,N641JB,EWR,FLL,168,1065
12,10,1745,2125,AA,177,N5CHAA,JFK,SFO,378,2586
12,10,1705,2004,B6,753,N531JB,JFK,PBI,184,1028
12,10,1650,1823,UA,1177,N38443,EWR,ORD,128,719
12,10,1502,1708,EV,4144,N13566,EWR,CHS,116,628
12,10,1629,1932,B6,1161,N653JB,LGA,PBI,153,1035
12,10,1729,2029,UA,1109,N14121,EWR,MCO,153,937
12,10,1729,1955,FL,400,N273AT,LGA,ATL,136,762
12,10,1640,1820,MQ,3216,N680MQ,JFK,ORF,65,290
12,10,1800,2046,DL,2147,N915DL,LGA,ATL,135,762
12,10,1545,1810,MQ,2963,N657MQ,JFK,CVG,118,589
12,10,1801,1944,UA,708,N849UA,EWR,ORD,123,719
12,10,1805,1930,WN,1710,N790SW,EWR,MDW,131,711
12,10,1800,1935,MQ,3486,N818MQ,LGA,BNA,151,764
12,10,1800,1919,US,2158,N948UW,LGA,BOS,50,184
12,10,1804,2125,UA,1022,N37470,EWR,LAX,364,2454
12,10,1745,1958,DL,1321,N334NB,EWR,MSP,161,1008
12,10,1652,1804,B6,918,N258JB,JFK,BOS,41,187
12,10,1815,2042,DL,2013,N320NB,JFK,MSP,173,1029
12,10,1810,2129,B6,1013,N658JB,JFK,LGB,374,2465
12,10,1810,2029,DL,2019,N905DL,LGA,MSP,172,1020
12,10,1815,2157,DL,426,N195DN,JFK,LAX,369,2475
12,10,1805,2125,UA,1692,N17730,EWR,SAN,363,2425
12,10,1815,2005,MQ,2839,N508MQ,LGA,STL,153,888
12,10,1816,2008,UA,1053,N23707,EWR,CLE,81,404
12,10,1755,2049,B6,299,N639JB,LGA,MCO,153,950
12,10,1730,1846,B6,2580,N337JB,EWR,BOS,54,200
12,10,1710,1911,B6,1119,N187JB,JFK,CLT,106,541
12,10,1800,2036,DL,926,N355NB,EWR,ATL,121,746
12,10,1715,1850,MQ,2949,N630MQ,JFK,BNA,143,765
12,10,1800,1940,MQ,3501,N814MQ,LGA,RDU,81,431
12,10,1735,1925,AA,345,N480AA,LGA,ORD,130,733
12,10,1800,1919,US,2191,N762US,LGA,DCA,50,214
12,10,1725,1845,AA,256,N3ARAA,JFK,BOS,63,187
12,10,1730,2055,AA,2351,N388AA,JFK,MIA,170,1089
12,10,1800,2055,UA,1618,N38454,EWR,TPA,165,997
12,10,1830,2054,DL,2331,N906DE,JFK,DTW,99,509
12,10,1830,2154,DL,438,N3740C,JFK,SAN,367,2446
12,10,1815,2156,UA,1635,N73291,EWR,PHX,344,2133
12,10,1850,2030,MQ,3674,N3AEMQ,LGA,CLE,82,419
12,10,1835,2020,AA,359,N3FKAA,LGA,ORD,126,733
12,10,1829,2140,UA,235,N566UA,EWR,SNA,359,2434
12,10,1900,2047,9E,2943,N8721B,JFK,RIC,62,288
12,10,1845,2158,DL,2391,N966DL,JFK,TPA,173,1005
12,10,1829,2013,EV,5274,N738EV,LGA,BNA,136,764
12,10,1815,2127,9E,2915,N925XJ,JFK,DFW,235,1391
12,10,1848,2005,EV,4131,N13913,EWR,RIC,55,277
12,10,1840,2110,UA,485,N407UA,EWR,DEN,246,1605
12,10,1600,1741,UA,1195,N39728,LGA,ORD,130,733
12,10,1729,2111,UA,1127,N35260,EWR,SFO,371,2565
12,10,1835,1954,US,2070,N770UW,LGA,PHL,43,96
12,10,1740,1900,B6,1407,N193JB,JFK,IAD,54,228
12,10,1851,2200,UA,1128,N24702,LGA,IAH,216,1416
12,10,1840,2201,DL,2139,N361NB,LGA,MIA,165,1096
12,10,1820,2145,AA,119,N3DWAA,EWR,LAX,359,2454
12,10,1830,2205,UA,1495,N26226,EWR,SFO,379,2565
12,10,1815,2100,DL,456,N362NW,JFK,ATL,122,760
12,10,1700,1840,WN,2960,N719SW,LGA,BNA,139,764
12,10,1850,2220,AA,235,N3ELAA,JFK,SEA,350,2422
12,10,1630,1800,B6,2302,N192JB,JFK,BUF,73,301
12,10,1900,2237,DL,2594,N322US,JFK,SAT,248,1587
12,10,1900,2249,DL,435,N717TW,JFK,SFO,373,2586
12,10,1835,2205,DL,442,N624AG,JFK,SEA,351,2422
12,10,1859,2139,DL,325,N946DL,LGA,ATL,133,762
12,10,1900,2035,UA,693,N422UA,LGA,ORD,127,733
12,10,1845,2040,MQ,3349,N526MQ,LGA,MSP,162,1020
12,10,1855,2205,UA,258,N565UA,EWR,FLL,171,1065
12,10,1840,2025,9E,2908,N934XJ,JFK,BUF,64,301
12,10,1829,2044,EV,5268,N391CA,LGA,CLT,105,544
12,10,1740,2028,UA,587,N437UA,EWR,LAS,344,2227
12,10,1915,2219,DL,2159,N927DA,JFK,MCO,158,944
12,10,1910,2257,DL,460,N376DA,JFK,PHX,347,2153
12,10,1815,2055,WN,3691,N216WR,EWR,MSY,201,1167
12,10,1759,2109,DL,2370,N326NB,LGA,PBI,164,1035
12,10,1759,2123,UA,535,N597UA,JFK,LAX,356,2475
12,10,1900,2056,9E,2928,N297PQ,JFK,ORD,138,740
12,10,1835,2058,9E,2911,N903XJ,JFK,CVG,117,589
12,10,1815,2135,AA,1611,N3GWAA,LGA,MIA,173,1096
12,10,1850,2205,DL,1854,N319NB,LGA,FLL,175,1076
12,10,1920,2248,UA,1078,N77525,EWR,SAT,265,1569
12,10,1855,2040,MQ,3591,N832MQ,LGA,RDU,87,431
12,10,1900,2018,US,2193,N764US,LGA,DCA,49,214
12,10,1830,2138,B6,201,N649JB,JFK,FLL,168,1069
12,10,1930,2052,9E,2959,N8855A,JFK,SYR,51,209
12,10,1930,2047,EV,5714,N877AS,JFK,IAD,50,228
12,10,1905,2100,9E,2931,N926XJ,JFK,PIT,77,340
12,10,1925,2245,AA,2437,N3GXAA,LGA,MIA,174,1096
12,10,1921,2246,B6,71,N648JB,JFK,SLC,312,1990
12,10,1930,2157,DL,377,N323NB,EWR,ATL,130,746
12,10,1837,2009,B6,2202,N296JB,JFK,BUF,69,301
12,10,1912,2048,9E,2958,N8588D,JFK,ORF,58,290
12,10,1755,2118,DL,1211,N345NB,LGA,RSW,186,1080
12,10,1930,2141,EV,4543,N14174,EWR,DSM,176,1017
12,10,1930,2236,DL,1485,N907DL,LGA,MCO,159,950
12,10,1840,2046,DL,866,N365NB,LGA,DTW,88,502
12,10,1910,2220,AA,1193,N3GKAA,LGA,DFW,225,1389
12,10,1830,2124,B6,183,N651JB,JFK,MCO,155,944
12,10,1935,2248,DL,1435,N344NB,LGA,TPA,158,1010
12,10,1930,2049,EV,5769,N829AS,LGA,IAD,51,229
12,10,1935,2150,EV,5079,N722EV,LGA,MEM,161,963
12,10,1858,2150,B6,711,N796JB,JFK,LAS,347,2248
12,10,1900,2014,US,2160,N957UW,LGA,BOS,40,184
12,10,1930,2238,B6,225,N645JB,JFK,TPA,166,1005
12,10,1825,2120,B6,543,N659JB,EWR,PBI,165,1023
12,10,1945,2150,MQ,3603,N806MQ,LGA,DTW,101,502
12,10,1625,1754,9E,2904,N913XJ,JFK,BOS,67,187
12,10,1847,2207,B6,263,N657JB,JFK,SEA,348,2422
12,10,1930,2301,DL,2537,N651DL,JFK,SLC,301,1990
12,10,1935,2203,FL,1346,N951AT,LGA,ATL,128,762
12,10,1944,2236,UA,234,N411UA,EWR,MCO,145,937
12,10,1900,2215,AA,21,N323AA,JFK,LAX,354,2475
12,10,1730,1914,B6,1185,N274JB,JFK,RDU,87,427
12,10,1729,2000,F9,507,N204FR,LGA,DEN,260,1620
12,10,1955,2210,DL,2131,N972DL,LGA,DTW,93,502
12,10,1838,2214,UA,389,N590UA,JFK,SFO,372,2586
12,10,1915,2208,UA,866,N852UA,EWR,LAS,329,2227
12,10,1805,1955,WN,195,N262WN,LGA,STL,156,888
12,10,1800,2102,UA,360,N826UA,EWR,PBI,156,1023
12,10,2000,2115,US,2162,N967UW,LGA,BOS,36,184
12,10,2000,2136,UA,1498,N78501,LGA,ORD,132,733
12,10,2000,2240,DL,1147,N917DL,LGA,ATL,128,762
12,10,1855,2235,VX,29,N632VA,JFK,SFO,386,2586
12,10,1900,2043,UA,654,N417UA,EWR,ORD,132,719
12,10,1925,2244,UA,1526,N33266,EWR,LAX,363,2454
12,10,2000,2119,US,2195,N753US,LGA,DCA,50,214
12,10,1925,2206,DL,1715,N321NB,LGA,MSY,202,1183
12,10,2005,2203,EV,4368,N14543,EWR,DAY,106,533
12,10,1955,2259,DL,2590,N392DA,JFK,LAS,347,2248
12,10,2015,2344,DL,427,N198DN,JFK,LAX,364,2475
12,10,1940,2115,AA,363,N482AA,LGA,ORD,130,733
12,10,2018,2313,B6,153,N633JB,JFK,PBI,161,1028
12,10,2025,2205,AA,371,N4YEAA,LGA,ORD,133,733
12,10,1930,2115,MQ,3535,N523MQ,JFK,CMH,85,483
12,10,1940,2243,B6,1271,N520JB,LGA,FLL,161,1076
12,10,2029,2251,EV,4085,N34110,EWR,OMA,191,1134
12,10,1930,2206,9E,2925,N601LR,JFK,MSY,212,1182
12,10,2005,2256,B6,883,N590JB,JFK,MCO,159,944
12,10,2020,2355,UA,1651,N16217,EWR,SFO,370,2565
12,10,2019,2345,UA,1224,N24729,EWR,LAX,361,2454
12,10,2025,2258,DL,436,N386DA,JFK,DEN,261,1626
12,10,1825,2152,AS,5,N440AS,EWR,SEA,344,2402
12,10,1710,2021,DL,1519,N380DA,EWR,SLC,295,1969
12,10,2000,2110,AA,2314,N3EAAA,JFK,BOS,38,187
12,10,2035,2203,9E,2914,N935XJ,JFK,DCA,63,213
12,10,2005,2310,B6,1201,N665JB,JFK,FLL,159,1069
12,10,2030,2150,MQ,3604,N507MQ,EWR,ORD,127,719
12,10,2040,2359,B6,523,N827JB,JFK,LAX,381,2475
12,10,2040,2311,EV,4512,N11113,EWR,MSY,206,1167
12,10,2033,2206,FL,1159,N919AT,LGA,CAK,75,397
12,10,2039,2355,B6,1205,N566JB,JFK,PDX,357,2454
12,10,2035,2210,WN,168,N432WN,LGA,MDW,130,725
12,10,2001,2304,B6,65,N729JB,JFK,ABQ,318,1826
12,10,2029,2211,UA,1464,N38417,EWR,CLE,74,404
12,10,1930,2136,9E,2960,N8970D,JFK,CLE,91,425
12,10,1932,28,B6,803,N554JB,JFK,SJU,198,1598
12,10,2100,2206,US,2164,N952UW,LGA,BOS,38,184
12,10,2100,2214,US,2197,N756US,LGA,DCA,54,214
12,10,2040,2220,MQ,3257,N849MQ,LGA,RDU,80,431
12,10,2059,2314,MQ,3473,N506MQ,LGA,ATL,133,762
12,10,2015,2126,B6,418,N183JB,JFK,BOS,35,187
12,10,2019,2319,UA,226,N412UA,EWR,DFW,221,1372
12,10,2115,2315,MQ,3384,N502MQ,LGA,CLT,102,544
12,10,2030,2205,WN,3494,N7739A,EWR,MDW,124,711
12,10,2029,2344,UA,314,N587UA,JFK,LAX,368,2475
12,10,2039,2341,UA,1667,N33262,EWR,TPA,163,997
12,10,2100,2330,DL,1247,N983DL,LGA,ATL,119,762
12,10,2130,18,B6,1371,N607JB,LGA,FLL,164,1076
12,10,1945,2224,EV,5298,N752EV,LGA,OMA,185,1148
12,10,1930,2235,AA,1691,N4YCAA,EWR,DFW,257,1372
12,10,2050,2208,DL,2599,N951DL,JFK,BOS,41,187
12,10,2000,2325,VX,415,N642VA,JFK,LAX,382,2475
12,10,1920,2055,WN,152,N414WN,LGA,MKE,127,738
12,10,1900,2057,EV,5287,N707EV,LGA,MSN,132,812
12,10,2012,2312,UA,308,N443UA,EWR,IAH,215,1400
12,10,2055,2332,B6,1677,N346JB,JFK,JAX,142,828
12,10,2100,2239,EV,5451,N710EV,LGA,RIC,55,292
12,10,2145,33,B6,705,N184JB,EWR,FLL,166,1065
12,10,2104,13,UA,1682,N39463,EWR,FLL,163,1065
12,10,2130,2245,MQ,3621,N853MQ,JFK,DCA,45,213
12,10,2135,55,AA,185,N339AA,JFK,LAX,357,2475
12,10,2101,2346,B6,499,N517JB,LGA,MCO,156,950
12,10,2002,2121,UA,1703,N37466,EWR,BOS,38,200
12,10,2150,2311,EV,4516,N12921,EWR,ROC,53,246
12,10,2129,32,UA,1416,N17244,EWR,IAH,236,1400
12,10,2045,2359,B6,1295,N599JB,JFK,AUS,261,1521
12,10,2136,2259,B6,702,N193JB,JFK,BUF,67,301
12,10,2159,2308,EV,4179,N14952,EWR,PWM,47,284
12,10,2100,2317,9E,4277,N921XJ,LGA,CVG,114,585
12,10,2157,2305,UA,736,N834UA,EWR,BOS,39,200
12,10,2100,2206,UA,994,N487UA,EWR,BOS,40,200
12,10,2106,2213,B6,2680,N258JB,EWR,BOS,38,200
12,10,2229,2319,UA,471,N846UA,EWR,BDL,26,116
12,10,2159,2322,EV,5311,N717EV,LGA,BGR,53,378
12,10,2229,2343,B6,234,N228JB,JFK,BTV,48,266
12,10,1859,2150,B6,327,N629JB,EWR,MCO,144,937
12,10,1922,19,DL,2070,N702TW,JFK,SJU,197,1598
12,10,2054,2306,EV,3819,N17984,EWR,CVG,117,569
12,10,2110,2306,EV,4885,N608QX,LGA,ILM,79,500
12,10,2229,2351,B6,486,N323JB,JFK,ROC,65,264
12,10,2129,2359,EV,5846,N48901,EWR,JAX,135,820
12,10,1935,2238,UA,1225,N37422,EWR,PBI,150,1023
12,10,2129,10,B6,527,N663JB,EWR,MCO,148,937
12,10,2255,2356,B6,718,N537JB,JFK,BOS,33,187
12,10,2225,2341,EV,4462,N14542,EWR,BUF,61,282
12,10,2250,2356,B6,1816,N247JB,JFK,SYR,47,209
12,10,1930,2136,EV,4370,N13566,EWR,CHS,106,628
12,10,2104,2221,EV,4119,N14158,EWR,RIC,52,277
12,10,2250,8,B6,2002,N187JB,JFK,BUF,70,301
12,10,2059,2244,B6,105,N192JB,JFK,ORD,141,740
12,10,825,953,9E,2912,NA,JFK,DCA,NA,213
12,10,834,1052,9E,2937,NA,JFK,CHS,NA,636
12,10,1700,1813,9E,2942,NA,JFK,PHL,NA,94
12,10,1429,1623,9E,3527,NA,LGA,RDU,NA,431
12,10,1930,2155,9E,3445,NA,LGA,DSM,NA,1031
12,10,2038,2259,9E,3681,NA,LGA,GSP,NA,610
12,10,2159,2307,9E,3843,NA,LGA,SYR,NA,198
12,10,815,953,9E,4213,NA,LGA,RIC,NA,292
12,10,1600,1745,9E,4215,NA,LGA,PIT,NA,335
12,10,1800,1944,9E,4218,NA,LGA,PIT,NA,335
12,10,1900,2125,9E,4033,NA,LGA,TYS,NA,647
12,10,959,1221,9E,4060,NA,LGA,DAY,NA,549
12,10,945,1123,9E,4274,NA,LGA,MKE,NA,738
12,10,1600,1744,9E,4276,NA,LGA,RIC,NA,292
12,10,1700,1955,AA,45,N3EAAA,JFK,LAS,NA,2248
12,10,1250,1350,AA,178,N3JRAA,JFK,BOS,NA,187
12,10,1715,1915,AA,199,N3JPAA,JFK,ORD,NA,740
12,10,1715,2035,AA,291,N3JUAA,JFK,AUS,NA,1521
12,10,1615,1925,AA,211,N3EHAA,JFK,IAH,NA,1417
12,10,1520,1705,AA,341,N4XGAA,LGA,ORD,NA,733
12,10,945,1130,AA,317,N3DVAA,LGA,ORD,NA,733
12,10,1145,1325,AA,327,N567AA,LGA,ORD,NA,733
12,10,1300,1605,AA,300,NA,EWR,DFW,NA,1372
12,10,1140,1455,AA,388,N3KTAA,LGA,MIA,NA,1096
12,10,600,915,AA,1103,NA,LGA,DFW,NA,1389
12,10,745,1100,AA,1111,NA,LGA,DFW,NA,1389
12,10,1900,2359,AA,1029,N5DWAA,JFK,SJU,NA,1598
12,10,1650,2005,AA,1171,NA,LGA,DFW,NA,1389
12,10,1510,1835,AA,1327,N3FNAA,LGA,PBI,NA,1035
12,10,730,1040,AA,1381,NA,EWR,DFW,NA,1372
12,10,1040,1355,AA,1599,N3DGAA,LGA,MIA,NA,1096
12,10,1455,1805,AA,2285,N5DSAA,JFK,MCO,NA,944
12,10,1810,1951,9E,3513,NA,LGA,MKE,NA,738
12,10,1230,1516,B6,127,N606JB,EWR,MCO,NA,937
12,10,1419,1714,B6,561,N607JB,LGA,PBI,NA,1035
12,10,1450,1802,B6,1171,N643JB,LGA,FLL,NA,1076
12,10,1200,1304,B6,2380,N348JB,EWR,BOS,NA,200
12,10,1145,1408,DL,1442,N355NB,EWR,ATL,NA,746
12,10,1100,1337,DL,1647,N652DL,LGA,ATL,NA,762
